,title,overview,popularity,original_language,vote_count,vote_average
3335,Tooth Fairy,"When minor-league hockey player Derek Thompson -- who has a penchant for knocking out his opponents' teeth every time he plays -- disillusions a fan, he is sentenced to a stint for one week as a bona fide, tutu-clad, real-life tooth fairy. Soon, Derek is inspired to rekindle his youthful dreams.",21.366,en,1810,5.5
3336,Arthur and the Invisibles,"Arthur is a spirited ten-year old whose parents are away looking for work, whose eccentric grandfather has been missing for several years, and who lives with his grandmother in a country house that, in two days, will be repossessed, torn down, and turned into a block of flats unless Arthur's grandfather returns to sign some papers and pay off the family debt. Arthur discovers that the key to success lies in his own descent into the land of the Minimoys, creatures no larger than a tooth, whom his grandfather helped relocate to their garden. Somewhere among them is hidden a pile of rubies, too. Can Arthur be of stout heart and save the day? Romance beckons as well, and a villain lurks.",27.064,en,2630,6.4
3337,Miss Congeniality 2: Armed and Fabulous,"After her triumph at the Miss United States pageant, FBI agent Gracie Hart becomes an overnight sensation -- and the new ""face of the FBI"". But it's time to spring into action again when the pageant's winner, Cheryl, and emcee, Stan, are abducted.",21.363,en,1645,5.7
3338,Mulberry 2,"Chi-geun's wife is beautiful and loyal despite his lowly job and reputation as the village idiot. A group of local boys, jealous of Chi-geun, report him to the Japanese police as a member of the Korean resistance.",21.862,ko,0,0.0
3339,Carrie,"A reimagining of the classic horror tale about Carrie White, a shy girl outcast by her peers and sheltered by her deeply religious mother, who unleashes telekinetic terror on her small town after being pushed too far at her senior prom.",19.815,en,4081,6.0
3340,Mazinger Z: Infinity,"When the evil Dr. Hell attacks the Earth, the mighty giant mecha Mazinger Z is formed to stop him.",19.368,ja,268,6.8
3341,Lockout,"Set in the near future, Lockout follows a falsely convicted ex-government agent , whose one chance at obtaining freedom lies in the dangerous mission of rescuing the President's daughter from rioting convicts at an outer space maximum security prison.",25.013,en,1653,5.9
3342,Coluboccoro,"A sci-fi, eco-conscious fantasy about a 14-year-old heroine, Suzu, a descendent of a distinguished shaman who saved people from catastrophe in the past. Suzu sets out on a journey, along with the spirit of nature, Coluboccoro, to regain peace and nature to the ruined villages.",22.922,ja,2,6.0
3343,The King,"England, 15th century. Hal, a capricious prince who lives among the populace far from court, is forced by circumstances to reluctantly accept the throne and become Henry V.",22.42,en,2829,7.2
3344,Love Don't Co$t a Thing,High school loser pays a cheerleader to pose as his girlfriend so he can be considered cool.,20.108,en,390,7.1
3345,Tokyo Revengers 2 Part 1: Bloody Halloween - Destiny,,22.85,ja,1,0.0
3346,Aquaslash,"To celebrate their graduation, the teenagers from Valley Hills High School have organized an ’80s-themed party at the old Wet Valley water park. Things turn gruesome when it's revealed that a mysterious maniac has inserted giant razor blades into one of the water slides. The water park thus becomes the backdrop for a bloodbath (literally), and everyone is a suspect...",22.12,en,138,4.1
3347,"Corrina, Corrina","When Manny Singer's wife dies, his young daughter Molly becomes mute and withdrawn. To help cope with looking after Molly, he hires sassy housekeeper Corrina Washington, who coaxes Molly out of her shell and shows father and daughter a whole new way of life. Manny and Corrina's friendship delights Molly and enrages the other townspeople.",12.856,en,390,6.7
3348,The Labyrinth of Grisaia,"Yuuji makes the unexpected decision to pursue promotion within the institution he works for. He meets with JB to discuss the documents he submitted for review as a part of the promotion process, documents pertaining to his own past.",24.69,ja,11,5.5
3349,Million Dollar Baby,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",22.556,en,8613,8.0
3350,Flora & Ulysses,"When Flora rescues a squirrel she names Ulysses, she is amazed to discover he possesses unique superhero powers, which take them on an adventure of humorous complications that ultimately change Flora's life--and her outlook--forever.",20.377,en,207,6.5
3351,Romeo Must Die,"Two warring gang families (one African-American, the other Chinese) maneuver for bragging rights to the Oakland, California, docks. Hang Sing and Trish O'Day uncover a trail of deceit that leaves most of the warring factions dead … or worse!",20.854,en,1012,6.2
3352,Diary of a Sex Addict,A restaurant owner leads a double life.,18.033,en,31,5.7
3353,Mirage,"During a mysterious thunderstorm, Vera, a young mother, manages to save a life in danger, but her good deed causes a disturbing chain of unexpected consequences.",20.613,es,1590,7.5
3354,The Rugrats Movie,"Annoyed by the responsibility of being an older brother to Dil, Tommy sets out with Chuckie, Phil, and Lil to return his baby brother to the hospital. However, they inadvertently get lost in the woods during their trip.",27.353,en,498,6.2
3355,Science Fiction Volume One: The Osiris Child,"Set in the future in a time of interplanetary colonization, an unlikely pair race against an impending global crisis and are confronted by the monsters that live inside us all.",17.808,en,405,5.5
3356,The Farthest,,24.305,ja,0,0.0
3357,Mira,"Near future. Lera Arabova is a 15-year-old girl who lives with her family in Vladivostok. Lera's father has been working at the orbiting space station ""Mira"" for many years and has long lost contact with his daughter, turning only into a voice on the phone. After a meteor shower hits the city, Lera has only one chance to save her loved ones and the city from a new disaster. Her father helps her in this - through satellite surveillance systems and the telephone, he uses every opportunity to send a message to his daughter, watching from above from the station her every step.",27.913,ru,14,6.7
3358,Riverdance: The Animated Adventure,A young Irish boy named Keegan and Spanish girl named Moya journey into a magical world of the Megaloceros Giganteus who teach them to appreciate Riverdance as a celebration of life. Based on the stage show phenomenon of the same name and featuring Bill Whelan’s multi-platinum Grammy Award-winning music.,23.197,en,69,5.9
3359,Naked,"Following a wild night out with his Best Man, Rob Anderson wakes up to find himself naked in an elevator on the morning of his wedding day and is forced to relive the morning over and over again.",24.058,en,1163,5.7
3360,Cats & Dogs,"When a professor develops a vaccine that eliminates human allergies to dogs, he unwittingly upsets the fragile balance of power between cats and dogs and touches off an epic battle for pet supremacy. The fur flies as the feline faction, led by Mr. Tinkles, squares off against wide-eyed puppy Lou and his canine cohorts.",21.351,en,1454,5.4
3361,Motherly,"Kate and her daughter Beth live alone in an isolated farmhouse in the woods, but when Kate slowly begins to suspect that something sinister is happening, her motherly instincts are put to the test.",23.329,en,22,6.0
3362,Now That I'm Thinking,"Feeling lost in his day-to-day existence, Red has trouble making a decision that could potentially change his life.",13.865,en,0,0.0
3363,Quiero Tu Vida,"A former pro football player must retire after a life-altering injury, and as the years passes he wishes to know how his life would've turned out had he remained a star.",28.93,es,14,6.1
3364,no tomorrow,overview forthcoming.,22.7,en,0,0.0
3365,Exterior Turbulence,"The dreams of a horse girl are evoked in this freewheeling soliloquy through a melange of text, images, and voices, each a piece of an altogether mysterious puzzle.",22.95,en,0,0.0
